98520075	PACOTE DE ARTROSCOPIA DE OMBRO (LESÃO PARA INSTABILIDADE DO OMBRO) - SEM HM	02434658000137
98520040	PACOTE DE ARTROSCOPIA DE JOELHO PARA LESÃO LIGAMENTAR - SEM HM	02434658000137
98520059	PACOTE DE ARTROSCOPIA DE JOELHO PARA LESÃO MENISCAL - SEM HM	02434658000137
98520067	PACOTE DE ARTROSCOPIA DE OMBRO PARA LESÃO DE MANGUITO ROTADOR - SEM HM	02434658000137
98520075	PACOTE DE ARTROSCOPIA DE OMBRO (LESÃO PARA INSTABILIDADE DO OMBRO) - SEM HM	02434658000137
98520083	PACOTE DE SÍNDROME DO TÚNEL DO CARPO - SEM HM	02434658000137
98520091	PACOTE DE FRATURA DE FALANGE OU METACARPO - SEM HM	02434658000137
98520288	PACOTE ARTROPLASTIA DE QUADRIL	02560878000107
98520032	PACOTE DE ARTROPLASTIA DE JOELHO	02560878000107
98520113	PACOTE DE LESÃO AGUDA LIGAMENTO DE JOELHO - SEM HM	02560878000107
98520156	PACOTE DE SUTURA DE MENISCO (MENISCECTOMIA - UM MENISCO) N- SEM HM	02560878000107
98520180	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 1º NIVEL - SEM HM	02560878000107
98520199	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 2º NIVEL - SEM HM	02560878000107
98520202	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 3º NIVEL - SEM HM	02560878000107
98520210	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 1º N.– S/HM	02560878000107
98520229	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 2º N.- S/ HM	02560878000107
98520237	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 3º N. – S/HM	02560878000107
98520253	PACOTE DE DESCOMPRESSÃO LOMBAR - INDEPENDENTE DO NÍVEL - SEM HM	02560878000107
98520261	PACOTE DE RIZOTOMIA - SEM HM	02560878000107
98520296	PACOTE INFILTRAÇÃO DE COLUNA (DOR AXIAL E/OU RADICULAR) - TUSS 40813363	02560878000107
98520318	PACOTE DE CIRURGIA ENDOSCÓPICA DA COLUNA - 1º NÍVEL	02560878000107
98520326	PACOTE DE CIRURGIA ENDOSCÓPICA DA COLUNA - 2º NÍVEL	02560878000107
98520334	PACOTE DE CIRURGIA ENDOSCÓPICA DA COLUNA - 3º NÍVEL	02560878000107
98520180	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 1º NIVEL - SEM HM	02636571000142
98520199	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 2º NIVEL - SEM HM	02636571000142
98520202	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 3º NIVEL - SEM HM	02636571000142
98520210	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 1º N.– S/HM	02636571000142
98520229	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 2º N.- S/ HM	02636571000142
98520237	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 3º N. – S/HM	02636571000142
98520296	PACOTE INFILTRAÇÃO DE COLUNA (DOR AXIAL E/OU RADICULAR) - TUSS 40813363	02636571000142
98520300	PACOTE DE CIRURGIA ENDOSCÓPICA DA COLUNA - SEM HM	02636571000142
98520261	PACOTE DE RIZOTOMIA - SEM HM	02636571000142
98520270	PACOTE DE DISCECTOMIA PERCUTÂNEA	02636571000142
98520253	PACOTE DE DESCOMPRESSÃO LOMBAR - INDEPENDENTE DO NÍVEL - SEM HM	02636571000142
98520288	PACOTE ARTROPLASTIA DE QUADRIL	02636571000142
98520032	PACOTE DE ARTROPLASTIA DE JOELHO	02636571000142
98520113	PACOTE DE LESÃO AGUDA LIGAMENTO DE JOELHO - SEM HM	02636571000142
98520148	PACOTE DE MENISCECTOMIA - UM MENISCO - SEM HM	02636571000142
98520121	PACOTE DE LESÃO DE TENDÃO DO OMBRO - SEM HM	02636571000142
98520075	PACOTE DE ARTROSCOPIA OMBRO (LESÃO POR INSTABILIDADE DO OMBRO) - SEM HM	02636571000142
98520016	PACOTE - PUNÇÃO ARTICULAR OU EXTRA-ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA (INFILTRAÇÃO)	02636571000142
98670212	PACOTE - Hérnia de Disco - Independente da quantidade de níveis - sem hm	02636571000142
98520024	PACOTE - PUNÇÃO EXTRA ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA (INFILTRAÇÃO/AGULHAMENTO A SECO)	02993385000160
98329316	PACOTE - Punção ou biópsia mamária percutânea por agulha fina orientada por US	02993385000160
98520016	PACOTE - PUNÇÃO ARTICULAR OU EXTRA-ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA (INFILTRAÇÃO)	03075804000148
98520180	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 1º NIVEL - SEM HM	03121241000187
98520199	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 2º NIVEL - SEM HM	03121241000187
98520202	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 3º NIVEL - SEM HM	03121241000187
98520210	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 1º N.– S/HM	03121241000187
98520229	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 2º N.- S/ HM	03121241000187
98520237	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 3º N. – S/HM	03121241000187
98520296	PACOTE INFILTRAÇÃO DE COLUNA (DOR AXIAL E/OU RADICULAR) - TUSS 40813363	03121241000187
98520300	PACOTE DE CIRURGIA ENDOSCÓPICA DA COLUNA - SEM HM	03121241000187
98520261	PACOTE DE RIZOTOMIA - SEM HM	03121241000187
98520270	PACOTE DE DISCECTOMIA PERCUTÂNEA	03121241000187
98520253	PACOTE DE DESCOMPRESSÃO LOMBAR - INDEPENDENTE DO NÍVEL - SEM HM	03121241000187
98520288	PACOTE ARTROPLASTIA DE QUADRIL	03121241000187
98520032	PACOTE DE ARTROPLASTIA DE JOELHO	03121241000187
98520113	PACOTE DE LESÃO AGUDA LIGAMENTO DE JOELHO - SEM HM	03121241000187
98520148	PACOTE DE MENISCECTOMIA - UM MENISCO - SEM HM	03121241000187
98520121	PACOTE DE LESÃO DE TENDÃO DO OMBRO - SEM HM	03121241000187
98520075	PACOTE DE ARTROSCOPIA OMBRO (LESÃO POR INSTABILIDADE DO OMBRO) - SEM HM	03121241000187
98520016	PACOTE - PUNÇÃO ARTICULAR OU EXTRA-ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA (INFILTRAÇÃO)	03121241000187
98670212	PACOTE - Hérnia de Disco - Independente da quantidade de níveis - sem hm	03121241000187
98520016	PACOTE - PUNÇÃO ARTICULAR OU EXTRA-ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA (INFILTRAÇÃO)	03611193000105
98520016	PACOTE - PUNÇÃO ARTICULAR OU EXTRA-ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA (INFILTRAÇÃO)	03988127000159
98520016	PACOTE - PUNÇÃO ARTICULAR OU EXTRA-ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA (INFILTRAÇÃO)	04142805000120
98520180	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 1º NIVEL - SEM HM	04602792000125
98520199	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 2º NIVEL - SEM HM	04602792000125
98520202	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 3º NIVEL - SEM HM	04602792000125
98520210	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 1º N.– S/HM	04602792000125
98520229	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 2º N.- S/ HM	04602792000125
98520237	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 3º N. – S/HM	04602792000125
98520296	PACOTE INFILTRAÇÃO DE COLUNA (DOR AXIAL E/OU RADICULAR) - TUSS 40813363	04602792000125
98520300	PACOTE DE CIRURGIA ENDOSCÓPICA DA COLUNA - SEM HM	04602792000125
